id,num_orders
1469194,570
1229940,28
1113460,32
1383523,24
1045412,82
1261418,77
1457057,73
1293681,36
1168734,210
1239276,242
1065499,350
1486763,999
1446014,546
1220363,258
1100619,38
1160461,96
1116698,75
1041177,386
1434660,515
1021830,609
1128317,68
1405189,94
1025061,130
1280322,736
1006576,1048
1242902,699
1431515,124
1068022,145
1133282,141
1262903,233
1034977,143
1369043,32
1147722,48
1003552,49
1042105,573
1371754,463
1376721,309
1451390,21
1047109,30
1055664,24
1323902,260
1408760,307
1310470,292
1376400,138
1262480,149
1388869,91
1053630,190
1437253,260
1061074,563
1384538,51
1344863,36
1350049,55
1492456,160
1240742,255
1312625,181
1247122,49
1224446,54
1301489,41
1127740,217
1115335,246
1123557,266
1174764,65
1006413,60
1051067,29
1224011,44
1391708,89
1136808,157
1232182,83
1053484,105
1443837,128
1286858,135
1438826,293
1236299,312
1183019,80
1148772,12
1046149,23
1455787,25
1427866,104
1414957,743
1005207,341
1016667,215
1093216,206
1102702,366
1234120,18
1196984,18
1481358,11
1334445,68
1424237,326
1146302,433
1393533,308
1444299,372
1424376,300
1218888,157
1024668,83
1013884,310
1481660,163
1057379,275
1321058,486
1450332,301
1092765,103
1080567,102
1299043,93
1280089,898
1198906,991
1404242,695
1310046,129
1039360,101
1028376,98
1461570,183
1212013,213
1100032,40
1079812,62
1406314,123
1442430,401
1264279,546
1020281,231
1345573,49
1302578,37
1356344,231
1463948,301
1492580,441
1415119,54
1447871,47
1131897,39
1242785,96
1189154,84
1143473,199
1009775,72
1168112,109
1343331,64
1498765,245
1174264,376
1110565,166
1224757,245
1312440,216
1079998,82
1058646,29
1354613,70
1442284,56
1412152,235
1459577,445
1136116,339
1227094,149
1436194,166
1446551,181
1387574,391
1238573,545
1010374,273
1408410,37
1171901,24
1356964,62
1455682,53
1116604,17
1469581,30
1482757,31
1114055,298
1041880,411
1222011,157
1295541,19
1020143,17
1053102,156
1345111,202
1265972,204
1383793,16
1021375,28
1233594,33
1272036,39
1267567,19
1126926,30
1142948,22
1151536,221
1187310,409
1316658,173
1336067,1585
1379540,884
1169247,227
1024309,42
1284013,206
1348789,119
1137044,504
1008829,624
1020625,821
1081938,153
1080907,151
1388819,260
1395982,820
1154805,1144
1221008,1052
1131837,81
1194441,73
1288483,61
1439395,91
1269611,45
1278007,27
1173352,49
1228146,37
1450041,676
1462956,567
1121997,212
1367862,26
1244637,26
1454224,28
1024414,52
1146207,68
1155894,95
1085813,269
1422190,311
1450924,179
1001345,304
1023863,499
1292139,615
1119861,31
1428158,25
1014417,27
1009766,83
1351741,145
1081671,107
1393372,57
1069666,61
1263085,54
1112493,205
1251099,356
1276482,221
1268961,934
1383458,230
1119318,58
1442780,50
1306252,116
1369071,83
1486365,159
1169355,412
1176126,260
1073934,108
1440629,115
1174488,137
1357065,546
1325743,600
1156436,413
1362526,46
1099725,44
1199736,35
1266528,94
1350058,73
1268960,25
1131125,43
1480193,234
1295223,474
1059363,276
1417000,26
1060886,246
1383018,246
1493883,337
1017934,29
1005847,26
1032936,40
1302055,30
1030927,45
1435977,43
1277480,32
1060279,153
1230259,137
1265554,187
1355840,550
1361968,327
1124117,133
1190485,39
1027174,65
1431226,63
1138385,186
1407864,336
1195726,335
1160150,117
1230588,117
1257408,205
1463099,627
1256738,639
1231349,457
1172196,66
1200053,40
1158446,44
1110106,48
1203116,111
1193311,101
1447491,26
1028438,32
1358287,36
1231544,408
1166390,595
1104919,325
1340409,20
1416466,23
1466126,208
1076851,267
1361825,342
1255624,36
1207404,39
1046204,35
1325694,84
1233998,57
1438072,90
1310038,31
1198129,34
1051385,178
1224501,256
1477955,220
1005282,250
1032865,215
1378062,99
1072209,50
1071379,157
1228644,49
1211142,224
1405156,438
1380547,175
1098320,149
1021575,147
1049693,116
1207156,518
1406181,513
1495940,341
1274704,28
1052302,83
1167445,50
1449977,29
1181884,34
1431379,217
1362237,308
1417484,143
1054338,24
1251390,24
1258479,123
1201531,147
1127626,144
1476319,35
1330099,22
1454341,53
1082049,49
1290394,103
1220462,30
1197716,41
1332455,24
1430186,200
1194725,221
1064877,124
1438978,380
1325896,349
1470130,116
1298005,28
1285803,99
1417212,49
1185972,192
1123979,302
1447896,207
1121057,90
1429225,74
1215182,103
1136309,443
1165969,715
1183259,314
1415569,44
1241765,45
1258875,47
1212686,37
1204766,90
1420801,70
1435188,16
1141380,28
1408626,33
1408627,262
1425478,314
1057558,179
1140604,26
1274631,26
1415114,22
1344782,181
1410633,187
1223753,268
1268177,33
1301095,32
1222210,55
1429913,47
1114493,85
1178876,27
1115481,44
1016070,128
1250392,100
1153831,118
1395078,717
1125824,463
1240558,289
1269646,28
1219068,126
1162089,102
1181837,258
1137457,344
1069968,411
1482447,151
1487428,205
1025094,192
1016226,382
1008658,737
1166398,233
1427687,20
1228686,71
1297596,32
1483905,16
1114345,29
1021803,23
1473538,362
1023629,220
1491303,82
1319619,17
1319747,17
1044289,121
1480836,195
1379842,57
1438256,52
1254645,210
1040063,275
1402637,393
1304974,35
1434754,29
1498007,35
1387902,51
1302696,50
1355411,35
1219736,33
1340617,36
1120993,210
1117564,132
1188486,171
1482544,595
1197197,318
1185277,177
1190557,28
1365737,79
1427302,85
1112794,253
1475415,330
1310924,284
1454741,120
1048625,101
1375668,194
1348634,396
1091908,583
1085762,413
1424530,43
1215134,38
1370352,78
1286500,54
1068218,30
1478848,29
1479840,303
1224658,198
1090755,135
1296096,16
1213280,17
1346171,18
1319265,157
1008375,102
1451651,145
1023883,119
1443832,171
1209186,326
1241343,22
1205692,28
1330177,33
1473967,97
1109903,86
1331935,70
1335393,33
1383203,42
1116885,194
1182637,129
1163991,112
1355521,627
1136787,342
1003707,140
1159253,36
1264267,126
1011938,104
1025407,337
1260755,419
1068670,340
1157348,104
1167924,96
1274977,121
1196156,819
1432797,824
1275906,638
1239043,60
1305308,58
1355041,83
1364275,87
1333696,78
1396731,22
1111047,44
1156863,34
1386802,366
1066698,603
1223627,251
1390819,24
1123858,179
1129364,225
1101834,142
1085528,70
1203167,52
1473420,52
1086654,160
1433663,211
1432155,371
1013963,19
1248466,28
1243658,26
1215302,46
1497565,107
1004070,78
1134210,65
1391124,68
1275052,223
1438512,255
1295004,380
1396396,157
1269988,131
1115946,40
1424788,102
1121771,77
1022989,158
1411587,254
1414313,202
1422377,121
1363246,138
1477862,117
1165686,387
1372727,490
1157074,200
1329327,27
1217797,20
1091275,31
1230774,25
1105291,171
1270062,515
1477595,276
1049944,221
1387671,200
1440454,233
1035110,19
1278024,20
1254376,25
1427420,43
1165594,420
1102994,536
1216592,308
1301099,318
1202404,237
1426897,118
1153320,45
1073743,15
1408840,91
1468473,178
1007322,160
1437317,42
1273594,42
1154928,66
1017448,374
1402367,308
1232911,316
1053152,44
1354914,27
1119626,50
1275286,152
1319935,85
1129579,19
1391216,34
1287414,215
1490623,287
1091487,150
1042641,14
1144188,18
1402475,84
1042351,127
1036492,187
1295584,33
1216359,22
1462063,58
1393040,61
1213388,77
1021930,23
1195808,35
1077007,24
1204726,63
1219968,64
1479751,69
1119428,373
1464112,288
1066695,165
1497472,78
1487830,124
1154227,80
1186443,189
1449010,287
1417190,330
1316638,106
1074451,122
1329047,143
1487324,698
1421883,559
1141399,370
1463548,49
1205877,46
1083005,34
1463936,75
1309952,49
1007251,20
1058403,39
1097364,50
1295512,272
1402287,584
1387605,301
1016827,25
1330745,209
1037857,249
1265848,350
1324947,25
1233103,28
1005231,28
1286376,52
1135864,43
1410091,82
1471372,39
1258412,67
1272144,54
1318856,195
1129025,311
1276855,197
1232622,160
1049772,173
1130304,53
1018611,23
1447967,88
1111298,48
1242975,243
1052050,318
1420186,168
1349777,177
1268983,196
1358995,165
1307430,400
1464380,474
1035477,231
1408076,38
1074668,31
1482407,14
1288136,29
1296713,22
1469990,172
1264684,354
1227443,157
1262172,265
1120222,243
1252359,223
1195674,18
1411491,27
1341545,20
1278851,26
1168134,263
1398403,285
1470654,190
1190401,286
1469476,201
1045100,90
1028624,33
1095919,69
1282859,105
1375101,124
1284995,228
1159471,167
1237427,94
1111364,86
1290168,131
1102626,456
1067566,598
1171402,327
1454160,27
1056147,58
1374888,33
1419851,43
1495674,173
1182879,559
1363562,302
1094268,22
1248868,22
1091481,247
1488051,321
1295994,370
1214082,32
1252420,37
1475210,53
1214841,32
1294156,62
1170535,78
1088768,89
1213571,66
1245370,148
1393318,274
1189005,160
1030976,398
1333931,322
1181100,128
1019801,32
1371941,153
1087564,170
1029362,199
1034910,311
1133979,186
1143544,141
1093745,114
1051442,144
1414836,625
1249014,861
1077247,312
1233301,80
1110331,53
1377138,78
1490111,198
1095648,146
1469903,21
1085870,39
1077935,46
1482603,343
1461980,346
1024393,229
1088828,20
1383901,32
1468330,25
1055057,182
1459216,154
1015965,294
1257240,41
1456822,34
1245285,94
1422976,117
1453219,311
1378463,30
1410338,52
1494183,32
1134385,283
1371851,251
1451953,139
1309442,1089
1149608,667
1005878,282
1262680,38
1127822,237
1396358,148
1258324,569
1468122,641
1265195,671
1092633,162
1020946,160
1120104,279
1169526,816
1027053,1250
1247422,1017
1478881,64
1120381,58
1482395,41
1487217,84
1437997,39
1459496,18
1489468,42
1424078,41
1261978,661
1128464,532
1126131,233
1401548,20
1226505,22
1324050,468
1317165,426
1321885,313
1261589,52
1195617,57
1294649,38
1010733,215
1468121,274
1094012,483
1091631,37
1374996,27
1139084,77
1268289,116
1468504,92
1279636,50
1236839,59
1196637,46
1002406,299
1122169,224
1296287,320
1306723,329
1079983,240
1390393,102
1205369,39
1283477,75
1472481,47
1116700,167
1102979,281
1242031,155
1434825,47
1235760,58
1045378,67
1180134,482
1207139,452
1357005,327
1488144,79
1441986,68
1462216,36
1130963,104
1245250,163
1072849,157
1032452,19
1476153,31
1065515,44
1103268,263
1372688,296
1004742,156
1425249,30
1474263,20
1404470,108
1143858,120
1441610,215
1433487,23
1084144,21
1341344,33
1402681,84
1264104,65
1059712,146
1451816,27
1282460,40
1073828,29
1002539,123
1385764,128
1187535,123
1423373,170
1333939,128
1284292,67
1357999,35
1239003,138
1214039,116
1197041,278
1283550,471
1434091,231
1042944,90
1231290,174
1322046,140
1205061,632
1143980,904
1138034,364
1456222,20
1475465,35
1183678,33
1477342,36
1203498,38
1210162,298
1172647,736
1000750,303
1486094,21
1058165,18
1157000,387
1377100,358
1282416,474
1303825,15
1243645,17
1309435,18
1357586,35
1290022,43
1155356,71
1099703,43
1130934,360
1348153,437
1454440,315
1279343,350
1009238,349
1393371,119
1486114,38
1380180,107
1159241,60
1414382,294
1220435,464
1135298,335
1028965,173
1005049,209
1302709,170
1446227,989
1461655,902
1337399,389
1488340,38
1322436,101
1060501,86
1205348,25
1331780,38
1496569,43
1253500,325
1106964,414
1033857,205
1316706,23
1074079,23
1275375,23
1218781,301
1437925,330
1406773,402
1496285,32
1094456,29
1186252,30
1307720,60
1006003,68
1295414,125
1029956,45
1390308,44
1148739,28
1423738,303
1487770,322
1449065,157
1248095,562
1390773,345
1286632,137
1460319,139
1056395,80
1137642,247
1353147,328
1364607,290
1103234,54
1391944,60
1327290,94
1335701,438
1167517,538
1013418,386
1163195,31
1162028,20
1049041,22
1328263,46
1473426,58
1051336,37
1205358,17
1142503,30
1127963,19
1208576,340
1136729,282
1111210,145
1342118,17
1012557,19
1285705,19
1097694,109
1126677,168
1370563,139
1227619,61
1413909,45
1442949,52
1403596,128
1161232,137
1412616,297
1242577,26
1305937,16
1018820,47
1338739,73
1453851,57
1017880,41
1301609,42
1314241,32
1026379,146
1084576,208
1071814,153
1147539,789
1298360,592
1396844,155
1203770,23
1481587,91
1485545,69
1268338,396
1255901,486
1303941,403
1185922,156
1412406,162
1132937,239
1132947,577
1107766,1270
1207704,486
1088616,25
1372271,18
1198960,52
1056940,31
1124941,27
1288964,19
1027314,37
1088495,20
1298856,655
1085190,668
1010742,365
1345842,19
1149255,17
1160571,18
1201197,80
1079328,61
1268237,156
1155535,71
1468055,52
1396632,71
1383143,333
1463763,410
1402461,548
1079672,21
1218434,20
1322147,33
1035066,65
1348367,48
1314215,35
1281185,23
1430376,464
1298614,284
1259627,464
1438350,1731
1136709,919
1238085,420
1037110,59
1340313,160
1169649,128
1001564,602
1155106,684
1087083,632
1062471,105
1131418,85
1314146,230
1043956,1045
1176022,1332
1129413,1220
1273832,180
1480674,188
1416498,75
1021940,164
1464669,396
1069702,173
1443353,32
1288901,76
1421240,106
1260427,760
1412970,660
1133606,377
1434841,33
1463193,45
1262416,36
1167984,280
1096105,421
1414628,517
1480819,168
1123060,104
1019527,117
1183261,246
1084086,334
1296092,824
1222881,58
1280437,50
1010441,59
1299814,210
1279521,357
1261045,264
1080789,77
1271004,352
1347646,381
1170211,336
1264654,1935
1201961,1139
1485571,433
1293875,48
1221889,280
1212048,246
1498433,724
1467610,808
1196027,891
1416459,144
1351832,195
1267131,363
1088912,996
1233693,1859
1123989,1032
1204738,90
1357777,82
1112616,68
1368317,95
1129379,120
1072395,91
1018649,32
1116324,62
1423499,56
1488409,909
1241128,733
1055463,296
1233808,35
1335362,37
1456303,35
1318093,166
1428696,280
1460562,278
1114678,158
1327393,138
1238491,96
1351307,284
1244749,454
1294558,751
1303089,42
1388476,50
1302061,42
1405749,141
1132451,249
1213690,186
1233722,64
1380835,98
1131607,60
1106296,318
1050489,355
1477457,489
1442205,132
1409850,117
1271209,62
1174029,152
1079912,57
1302721,181
1137492,246
1239698,277
1461432,97
1381617,115
1243479,109
1376530,494
1001316,497
1193586,265
1248525,32
1276449,20
1153071,17
1381763,35
1416412,25
1387230,38
1269326,45
1423340,220
1388764,1218
1107983,394
1401999,22
1257184,19
